	"TE A1 Corn Oil 10 ml/kg 48hrs"	"TE A3 Corn Oil 10ml/kg 48hrs"	"TE B1 TCDD 10ug/kg 48hrs"	"TE B2 TCDD 10ug/kg 48hrs"	"TE A2 Corn Oil 10 ml/kg 48hrs    "	"TE B3 TCDD 10ug/kg 48hrs"
10613_C630043F03Rik	-0.0380267	0.0690985	0.300846	0.575175	0.100695	-0.111361
10678_Entpd2	0.0521958	0.0547608	0.491567	0.342721	0.108461	0.375929
10712_Bmf	-0.553947	-0.382883	-0.293653	-0.566026	-0.273897	0.326845
10714_Gm7231	-1.17982	-0.887273	-0.857494	-0.796564	-0.720576	-0.26315
10722_Xlr4b	0.322047	0.25726	-0.46029	0.64326	-0.442741	-0.0888302
10759_Pion	0.433082	0.409955	0.547785	0.511354	0.304739	0.441958
10786_Tle3	0.378602	0.350796	0.301552	0.483165	0.416334	0.240992
10788_Olfr1143	-0.78899	-0.65131	-0.668305	-0.33365	0.045831	0.0623523
10851_Jun	-0.0405431	-0.222245	-0.187068	0.495942	0.233125	0.161868
10936_4930520O04Rik	-0.485766	-0.334766	-0.201461	-0.0526919	-0.253436	-0.0896679
10960_A_52_P608805	0.256955	0.280409	0.55625	0.370474	0.302414	0.0598343
11036_Gm13112	-0.543383	-0.61284	-0.511601	-0.448242	-0.15424	0.0812727
11077_Afp	-0.02685	0.0507433	0.499878	0.480319	0.348954	0.402101
11114_Ugt1a9	0.145251	0.251341	0.639797	0.830565	0.294335	0.74459
11119_Ccdc84	0.0913711	0.00223193	-0.137969	-0.0931063	-0.171587	-0.477682
11137_A_52_P115191	0.020834	-0.163702	-0.56492	-0.0343702	-0.0742331	0.0817837
11202_BC031748	-0.490853	-0.567254	-0.271203	-0.284101	-0.375006	0.102942
11209_Cyp2g1	-0.529595	-0.281626	-0.395685	-0.101264	-0.289625	0.0373571
11228_Crybg3	-0.404513	-0.617617	-0.239893	-0.298342	-0.346325	-0.102807
11245_H1fx	-0.387742	-0.690106	-0.62172	-0.421191	-0.360186	-0.115528
11253_A_51_P305138	-0.610256	-0.349855	-0.16994	-0.00630904	-0.326656	0.121025
11255_A_52_P973486	0.484255	0.257996	0.0637485	0.147944	0.198353	0.0106242
11257_Gdap10	-0.486984	-0.225248	-0.403928	-0.241897	-0.487681	0.0486324
11261_Birc5	-0.422287	-0.486835	-0.059847	-0.0454925	-0.423011	0.106146
11330_Ptprc	-0.491367	-0.50422	-0.255249	-0.379882	-0.305561	-0.0409815
11332_Zfp335	-0.478352	-0.602952	-0.469077	-0.344498	-0.0746992	0.0675892
11343_Irs4	-0.357405	-0.555908	-0.280986	-0.18314	-0.134073	0.0612266
11352_Lta	0.00925369	-0.471236	-0.243845	-0.337202	-0.556983	-0.459783
11354_Ppap2a	-0.587211	-0.479539	-0.0987467	-0.194131	-0.312729	0.0505744
11362_A_52_P517668	0.164692	-0.480919	0.12334	0.0795352	-0.121816	-0.162485
11396_C730007P19Rik	-2.52612	-2.29234	-2.16364	-1.54212	-2.18382	-0.708416
11426_Cugbp2	-0.486859	-0.515659	-0.262497	-0.0803915	-0.320864	0.118754
11433_Senp6	0.470526	0.499418	0.336457	0.137222	0.20527	-0.0655507
11460_Dysf	-0.076308	-0.0215588	0.360353	0.501486	0.172657	0.161318
11477_Trp53	0.564608	0.333067	0.384173	0.120621	0.0081662	-0.297639
11505_Cmya5	-0.223182	-0.461638	-0.375187	-0.313026	-0.524714	-0.23251
11562_Atp1a1	-0.370005	-0.332113	-0.522892	-0.41904	-0.307005	-0.491697
11564_Hsph1	-0.69573	-0.709131	-0.579096	-0.645281	-0.714907	-0.331255
11600_Dennd1b	0.356089	0.354885	0.355961	0.546442	0.315071	0.0907449
11664_Nnmt	-0.526436	-0.618469	-0.0847718	-0.469351	-0.529632	-0.469345
11719_Cmc1	-0.283596	-0.136664	0.306428	0.483195	0.0859855	0.292248
11732_Tcf4	-0.123339	-0.312974	-0.143293	-0.303119	-0.712898	-0.206327
11741_Gpc5	-0.139787	-0.202926	-0.121133	-0.0778553	-0.656663	-0.0993477
11837_Rarb	-0.43229	-0.350074	-0.505421	-0.211241	-0.19848	0.0243769
11845_Cyp4a31	-0.23155	-0.0720237	-0.733348	-0.294249	-0.153128	-0.067614
11857_A_52_P328440	-0.242604	-0.521781	-0.167828	-0.275293	-0.48726	-0.422115
11918_Ldlr	-0.510328	-0.312223	-0.255435	-0.115389	-0.366109	-0.0256291
12057_Ube2q2	0.393804	0.350402	0.431034	0.485978	0.455904	0.195079
12058_8430427H17Rik	-0.326599	-0.410781	-0.530618	-0.300546	-0.124787	0.0104595
12064_Dab1	-0.494763	-0.48406	-0.314909	-0.30087	-0.491088	-0.143181
12065_Calm3	-0.0058153499999999	-0.0682087	-0.0539262	0.00405466	-0.0397558	0.490363
12095_Hiat1	0.130743	0.280761	0.267333	0.494513	0.328107	0.207794
12134_Ogfr	0.512022	0.396543	0.0410944	-0.0511606	0.176407	-0.106329
12157_Maz	0.188288	-0.127269	-0.2165	-0.289274	-0.47317	-0.517089
12167_A_52_P893095	-0.521941	-0.351972	-0.381586	-0.227644	0.0490454	0.0458406
12225_1810046K07Rik	-0.120294	0.323741	0.659614	0.545865	0.361575	0.489633
12267_Slc30a6	0.125045	0.148388	0.3858	0.51973	0.171488	0.158519
12312_Zfp704	-0.54204	-0.306519	-0.269974	-0.0347994	-0.21694	0.0268401
12340_Mlana	-0.490569	-0.456634	-0.421531	-0.326623	-0.479696	-0.182264
12362_Lta	-0.0729941	-0.430535	-0.181323	-0.311569	-0.485942	-0.457526
12469_Ly6c2	-0.355653	-0.639623	-0.427304	-0.451033	-0.575854	-0.236106
12473_Tcstv1	-0.217097	-0.522499	-0.524997	-0.325113	-0.580403	-0.422944
12587_Ces2	0.0330352	-0.136257	0.0425114	0.132213	0.0417574	0.61992
12729_Ctage5	-0.489038	-0.208425	-0.0680043	-0.0627508	-0.323243	-0.020885
12792_Tnrc4	-0.417187	-0.512537	-0.605932	-0.34279	-0.611565	-0.256139
12815_A_51_P485361	-0.474875	-0.485309	-0.562607	-0.272672	-0.0212879	0.0932527
12831_Prss27	-0.491179	-0.504997	-0.0880558	0.0416523	-0.0802986	-0.0531191
12880_Malat1	-0.222347	-0.118501	0.267356	0.196624	-0.371405	0.494189
12936_Jun	-0.0213516	-0.236653	-0.216252	0.519664	0.256426	0.128556
13031_A_52_P288338	-0.307974	-0.498958	-0.505973	-0.436946	-0.210012	-0.0586827
13057_Mt1	-0.211904	-0.354786	-0.565088	-0.454794	-0.405052	-0.344207
13096_Evc2	-0.480667	-0.316729	-0.480232	-0.184989	-0.165262	-0.105382
13115_Elovl3	0.479084	0.170962	0.235592	0.40975	0.354951	0.274985
13150_A_52_P323621	0.389518	0.614983	0.477194	0.541909	0.502051	0.0575129
13172_Rad51l1	-0.582456	-0.562397	-0.802173	-0.402074	-0.515998	-0.328208
13175_Hoxb9	0.86741	0.896297	0.195879	0.296638	0.884281	0.712664
13178_Slc25a30	0.510315	0.365475	-0.0754604	0.346339	0.418208	0.00563283
13202_Eml4	0.0326522	0.0758705	0.244528	0.506462	0.221856	0.193046
13227_Rn18s	-0.165043	-0.389086	-0.170744	-0.136898	-0.0559902	0.533582
13246_Saa2	0.234654	0.0588196	0.561429	0.0676647	0.202177	0.0410584
13255_Kcnq1ot1	-0.524498	-0.422532	-0.19453	-0.143112	-0.404457	-0.193832
13341_C1qc	-0.245994	-0.261915	-0.265054	-0.595355	-0.245729	-0.0485147
13399_Klk1b3	0.162006	-0.0484293	-0.25509	-0.143676	-0.511049	-0.0391555
13412_BC032203	0.272496	0.331592	0.0246857	0.510692	0.353745	0.00436683
13416_Twsg1	0.391695	0.396082	0.27669	0.513688	0.24072	-0.0226335
13476_Afp	0.0206498	0.0670386	0.538299	0.512895	0.356267	0.385131
13480_Barhl2	-0.430097	-0.71326	-0.631399	-0.44014	-0.635636	-0.526814
13517_Mical2	-0.22414	-0.190255	-0.0777901	0.492568	0.126836	0.277567
13527_Zfp655	-0.543498	-0.429747	-0.173042	-0.0810031	-0.301645	0.109474
13533_Tgtp	-0.532863	-0.701394	-0.506457	-0.51936	-0.466469	-0.284576
13591_A_52_P680184	-0.500302	-0.543878	-0.474062	-0.285147	-0.56801	-0.383386
13637_Dhx9	-0.440749	-0.515436	-0.500971	-0.364924	-0.418819	-0.114763
13684_Fabp12	0.070291	-0.157194	1.09855	0.74232	0.157114	0.221207
13704_A_52_P1189140	-0.565648	-0.222812	-0.213065	0.0277476	-0.211206	0.0292818
13813_Man1a2	0.130198	0.188172	0.275002	0.56477	0.331317	0.0900808
13856_Myom3	-0.370989	-0.17514	0.275735	-0.0674402	-0.51911	-0.205282
13991_Nfx1	0.447386	0.500554	0.223329	0.392651	0.472512	0.139711
14002_Mt2	-0.749798	-0.920629	-1.0992	-0.907048	-0.914129	-0.774893
14005_Ear1	-0.564397	-0.576587	-0.310511	-0.232213	-0.223019	-0.0829822
14017_Fam122a	0.600995	0.471416	0.429641	0.39564	0.365955	0.055411
14028_2700097O09Rik	-0.531178	-0.496413	-0.289753	-0.278218	-0.334753	0.0256125
14045_Cidec	-0.479475	-0.209938	-0.44237	0.0674738	-0.122733	0.0326279
14073_Nfatc2ip	-0.495421	-0.585203	-0.378031	-0.123324	-0.115285	0.0482056
14184_Dgcr8	-0.477255	-0.579256	-0.455363	-0.381538	-0.612568	-0.423648
14267_Tspan11	-0.188134	-0.752921	-0.240069	-0.159908	0.0863828	0.0897903
14285_Olfr1226	-0.26185	-0.491358	-0.112848	0.402342	0.104091	0.233918
14309_2010204K13Rik	-0.0974274	0.0462544	0.186362	0.518022	0.180785	0.115126
14407_Tex21	-0.153353	-0.539256	-0.365273	-0.324777	-0.526452	-0.397189
14413_Hrg	0.501239	0.417216	0.423873	0.540168	0.306053	-0.00341031
14441_Olfr462	-0.386666	-0.478766	-0.282816	-0.00778029	0.110734	0.154208
14515_Vnn1	0.129432	-0.124941	-0.745079	-0.372731	-0.21839	-0.249078
14528_4930444A02Rik	0.432978	0.436637	0.362747	0.486585	0.385329	-0.0105239
14594_A_52_P600824	0.479513	0.462482	-0.00395731	0.130486	0.284539	0.132655
14678_A030001D20Rik	-0.117477	-0.591211	-0.414378	-0.404363	-0.639762	-0.633729
14766_Pgf	-0.468375	-0.578209	-0.423158	-0.204763	-0.0766565	0.00347493
14770_Col2a1	0.594529	0.352204	0.158818	0.168605	0.0857901	-0.136832
14791_Cxcl12	-0.245948	-0.331282	-0.508218	-0.47093	-0.292495	-0.321462
14811_Hdgfl1	-0.264287	-0.585516	-0.416398	-0.386865	-0.591741	-0.500606
14878_A530064D06Rik	-0.655307	-0.42846	-0.338895	-0.244516	-0.535271	-0.409578
14891_Heatr7b2	-0.0338196	-0.498119	-0.35102	-0.259774	-0.563477	-0.387981
14937_Ubr4	-0.109326	-0.157796	0.527065	0.63536	0.01323	0.662346
14940_Saa1	0.30384	0.143523	0.723814	0.1061	0.290951	0.0369672
14979_Leprotl1	0.198882	0.0960375	0.301325	0.634958	0.356259	0.0140607
14985_Tatdn2	-0.520976	-0.783482	-0.77035	-0.401443	-0.215514	-0.249821
15003_A_51_P443920	-0.240288	-0.262596	-0.542984	-0.421378	-0.0894725	-0.0960708
15090_Hmgcs1	0.067815	0.349471	0.510891	0.364584	0.303556	0.31222
15094_Nipbl	-0.553884	-0.403072	-0.100453	-0.0136692	-0.184649	0.0615307
15103_Nrg4	-0.557732	-0.312152	-0.439151	-0.162916	-0.243577	-0.0597518
15105_Nup160	0.110938	0.179339	0.224963	0.584363	0.315602	0.0943231
15116_Alg8	0.208688	0.23765	0.392203	0.597913	0.431545	0.0483069
15179_Ly6e	0.536751	0.433464	0.024844	0.139841	0.311009	0.067132
15203_A1bg	-1.4995	-1.54298	-1.63358	-0.913701	-1.62494	-0.34374
15275_Cyp2b13	-0.975143	-1.06966	-1.59959	-0.957954	-1.16821	-0.631494
15377_Fnip2	-0.369021	-0.176661	-0.55711	-0.426019	-0.302613	0.280352
15393_Tsg101	0.37486	0.476282	0.592836	0.330318	0.237919	0.0656455
15447_Rbm25	-0.537071	-0.435718	-0.277962	0.0543687	-0.278918	-0.0124287
15456_Hpca	0.0920677	-0.348485	-0.243878	-0.236113	-0.491884	-0.5081
15498_Cenpi	-0.332976	-0.619856	-0.396367	-0.272628	-0.619072	-0.658352
15501_Asb9	-0.422364	-0.451383	-0.269206	-0.204442	-0.416334	-0.495147
15530_Mapre1	0.341578	0.365471	0.269192	0.47728	0.433068	0.116081
15531_Fmo3	-2.36427	-2.19513	-0.662981	-0.580031	-2.31146	-0.646813
15536_Hist1h1t	-0.165034	-0.550119	-0.35136	-0.309239	-0.62914	-0.570296
15538_Zfp810	0.0879478	0.288695	0.237967	0.520707	0.390834	0.0840128
15549_B830007D08Rik	-0.554655	-0.358664	-0.207589	0.144994	-0.257381	-0.00550123
15587_S100b	-0.250597	-0.446389	-0.357069	-0.30102	-0.583238	-0.560762
15625_Atrx	0.392218	0.539609	0.286673	0.109141	0.375958	-0.012099
15649_Exosc1	-0.437386	-0.585429	-0.276527	-0.244948	-0.273592	0.0324519
15650_Meg3	-0.540493	-0.522786	-0.463763	-0.21838	-0.437746	-0.0669365
15671_Cxcl14	0.342277	0.273365	0.495236	0.499019	0.100667	0.13373
15675_Bcor	-0.288756	-0.358262	-0.48572	-0.375416	-0.295817	-0.265888
15680_A730013G03Rik	-0.41883	-0.494533	-0.182333	-0.284853	-0.61986	-0.31188
15711_Trip4	0.486354	0.567965	0.470595	0.261183	0.247153	-0.195055
15732_L3mbtl4	-0.478678	-0.582092	-0.531511	-0.346344	-0.591295	-0.38682
15736_Tmem164	0.239351	0.337305	0.130099	0.517564	0.296023	0.0922539
15776_Cyp3a11	-0.131398	0.0632245	-1.00082	-0.204367	-0.237845	-0.241525
15841_Klf2	-0.271972	-0.579236	-0.611231	-0.462121	-0.306252	-0.0618919
15899_A_52_P306079	-0.260005	-0.257258	-0.525094	-0.433009	-0.136631	0.00129725
15965_Folr2	-0.161141	-0.229877	-0.113436	-0.4857	-0.198897	-0.139083
16013_Tiam2	-0.890435	-0.535287	-0.44379	-0.380144	-0.394899	0.158162
16065_Gm129	-1.20658	-0.0748536	-0.544645	-0.34504	-0.574572	-0.017345
16071_Asph	0.30896	0.39101	0.402462	0.515703	0.33925	0.124684
16076_Myof	-0.663115	-0.47989	-0.254204	-0.264497	-0.407379	-0.1935
16080_Tfpi	-0.241935	-0.369023	-0.244999	-0.287019	-0.513471	-0.471161
16128_Cpeb4	0.479764	0.397983	0.331175	0.530532	0.281335	0.196848
16137_Sdf4	0.437541	0.556268	0.192025	0.232303	0.442463	0.0721368
16159_Cytsb	-0.257404	-0.296292	-0.355377	-0.13675	-0.48731	-0.315341
16199_A_52_P583433	0.507297	0.433618	0.257298	0.083752	-0.121649	-0.0924654
16232_Lyz1	-0.3345	-0.323109	-0.181491	-0.591802	-0.256436	-0.207084
16329_Wdr70	0.150319	0.0897756	0.228003	0.168963	-0.724919	0.072344
16331_Chka	-0.545493	-0.702163	0.0176518	0.419543	-0.175661	-0.0327842
16357_Fbxl20	0.511059	0.545478	0.0754909	0.279823	0.423929	0.173185
16390_Lyz2	-0.517749	-0.509432	-0.250144	-0.710074	-0.419169	-0.351491
16435_Cd3eap	0.219008	0.176833	0.319516	0.502132	0.277047	0.0623811
16539_St5	0.476038	0.322157	0.264839	0.484084	0.422272	0.318163
16562_Ddx3y	0.0485953	0.138546	0.327023	0.619505	0.339117	0.451296
16636_Heatr5a	0.0464001	0.137496	1.08027	1.07063	0.245901	0.636816
16659_BC015286	0.270426	0.179207	0.225634	0.409567	0.212793	0.50522
16669_Cyp2b10	-0.506544	-0.554106	-1.098	-0.211492	-0.387179	-0.0022425
16711_Bdh2	-0.563108	-0.360149	-0.166356	-0.188761	-0.194822	0.223143
16739_Mfsd2a	-1.14297	-0.385444	-0.800317	-0.315901	-0.840658	-0.200983
16753_Foxq1	-0.117637	-0.4131	-0.553608	-0.436305	-0.163229	0.136996
16763_Mtss1	-0.66436	0.0283849	-0.400978	-0.236073	-0.664671	-0.147862
16780_Mtus1	0.524296	0.555256	0.279426	0.0654742	0.210723	-0.14545
16845_Npb	0.559131	0.48289	0.791865	0.726932	0.676643	0.176021
16905_Rbm26	-0.528415	-0.458132	-0.106709	-0.156756	-0.17964	-0.00535998
16965_Tgfa	0.512081	0.473896	0.398442	0.238509	0.264631	0.0980354
16979_Cep250	-0.199747	-0.522885	-0.27579	-0.323561	-0.598395	-0.415248
17036_Fam35a	0.0296259	0.154245	0.357109	0.643819	0.237459	-0.0781147
17054_Dct	-0.654171	-0.379517	0.192533	-0.331467	-0.312206	0.2315
17060_Hs6st3	-0.489029	-0.482574	-0.497943	-0.0141329	0.0763444	0.199048
17077_Ccnd1	-0.156396	-0.462897	-0.230246	-0.229889	-0.477246	-0.0598818
17106_Cyp2a5	-0.618305	-0.315789	-0.308718	-0.230941	-0.419655	-0.0575531
17172_Cdc42bpg	-0.0797646	-0.439098	-0.296399	-0.363946	-0.523911	-0.327604
17186_Mt1	-0.214298	-0.330662	-0.55908	-0.459538	-0.387887	-0.315924
17188_Gatad2a	0.421788	0.497431	0.161482	0.378001	0.460909	0.169936
17193_Map3k7ip2	0.482418	0.417899	0.137829	0.266762	0.377229	0.193522
17217_Iqcf3	-0.544616	-0.662445	-0.397227	-0.293448	-0.596857	-0.346876
17295_LOC100046496	-0.325138	-0.446241	-0.285534	-0.136922	-0.45715	-0.522513
17307_Mtss1	-0.69377	-0.395488	-0.317336	-0.44743	-0.413621	-0.1981
17415_Nr4a1	-0.415036	-0.385789	-0.551072	-0.323507	-0.0912253	0.0988473
17459_Nr5a1	-0.418377	-0.495038	-0.400213	-0.293926	-0.160428	-0.102743
17469_A_52_P513863	-0.635391	-0.479053	-0.61467	-0.234032	-0.137819	0.0449011
17487_Tcfe3	0.496029	0.422748	0.0718018	0.171197	0.267527	0.0486583
17492_Clec4n	-0.494565	-0.239743	-0.154822	-0.187352	-0.0351681	0.0410501
17510_Stk30	-0.129734	-0.550014	-0.387246	-0.308494	-0.526653	-0.452575
17645_A_52_P916243	-0.644566	-0.48977	-0.647309	-0.25785	-0.297049	-0.0612464
17653_Gbe1	-0.581648	-0.354293	-0.318672	-0.28549	-0.248177	0.0176501
17655_Stard4	-0.550096	-0.460499	-0.0118782	-0.0896681	-0.336575	0.138704
17708_Ptprc	-0.48271	-0.519712	-0.28374	-0.341765	-0.270889	0.00653759
17737_Extl3	-0.135647	-0.55614	-0.437435	-0.346934	-0.634921	-0.64015
17740_Slpi	-0.287522	-0.558997	0.132603	0.515267	-0.0842918	0.0750811
17778_9230104K21Rik	-0.574797	-0.26357	-0.453644	-0.286988	-0.35353	-0.00384404
17791_Trim24	-0.73192	-0.630992	-0.544817	-0.559319	-0.638619	-0.281134
17821_D330050I23Rik	-0.723184	-0.688104	-0.438998	-0.353899	-0.520543	-0.120391
17893_A_52_P195535	-0.256728	-0.320512	-0.277289	-0.238111	-0.498804	-0.278833
17974_Ntf5	-0.29685	-0.6108	-0.55332	-0.356093	-0.554875	-0.295208
18033_Fgf8	-0.358268	-0.330862	-0.228757	-0.217866	-0.579576	-0.4196
18089_Tssk4	-0.132707	-0.488263	-0.252674	-0.346309	-0.554274	-0.259399
18202_Chd5	-0.0372834	-0.649438	-0.472982	-0.378555	-0.559095	-0.195609
18206_Rasgrp1	-0.0771876	-0.212075	-0.291967	-0.245768	-0.386963	-0.477211
18218_Ankrd12	-0.662145	-0.376316	-0.352591	-0.105485	-0.399229	-0.180627
18234_Fgf2	-0.445392	-0.544562	-0.559211	-0.282161	-0.508621	-0.215071
18263_Epha3	-0.564631	-0.510804	-0.311692	-0.161146	-0.270555	0.117244
18333_Ccdc147	-0.390622	-0.582878	-0.261738	-0.26913	-0.65098	-0.42045
18335_Rab3gap1	0.27892	0.325039	0.210952	0.506111	0.321745	0.128845
18340_2810474O19Rik	-0.49709	-0.294638	-0.31758	0.121615	-0.363048	-0.0229223
18372_Cfl1	0.690305	0.517604	0.35959	0.304347	0.458543	0.251965
18383_Serpine1	-0.00026394700000004	0.154836	1.09572	0.576058	0.185122	0.0909157
18413_2700046G09Rik	-0.209034	-0.111181	0.306237	0.233362	0.0124028	0.490309
18417_Ldlr	-0.490364	-0.280246	-0.236803	-0.0916229	-0.332283	-0.0019395000000001
18441_Emr1	-0.64935	-0.61533	-0.349646	-0.808396	-0.513986	-0.259427
18445_A_52_P477752	-0.392668	-0.622684	-0.543732	-0.480078	-0.242765	0.0661435
18466_A_52_P167166	-0.668326	-0.469848	-0.432998	-0.262568	-0.361576	-0.198321
18611_Esr1	-0.305982	-0.529424	-0.0792607	0.0949098	-0.207683	0.159437
18663_Ctsm	-0.196571	-0.984532	0.0140184	-0.0655577	-0.0348982	-0.101002
18670_Dfna5	-0.542355	-0.446395	0.2182	0.287594	-0.074893	0.241217
18675_Fgf8	-0.2143	-0.29414	-0.213979	-0.237213	-0.493082	-0.452349
18718_Pex13	-0.48965	-0.408257	-0.42277	-0.324564	-0.452361	-0.38061
18727_Esr1	-0.287774	-0.537994	-0.0767375	0.0904673	-0.234722	0.146962
18749_Naa38	-0.203903	-0.486362	0.0812452	-0.0357681	-0.0765269	0.114311
18788_Jun	-0.0247354	-0.175601	-0.249651	0.529808	0.201946	0.101048
18789_Zmynd19	-1.2400699999997E-5	-0.289738	-0.00522622	-0.149847	-0.515069	-0.202714
18808_1700066J03Rik	-0.343091	-0.39176	-0.474468	-0.345982	-0.577974	-0.398842
18809_Cul4a	0.337766	0.532711	0.172441	0.0338081	0.231425	-0.0235909
18833_A_52_P1163917	0.318764	-0.983647	-0.112556	0.0431189	-0.350922	-0.19805
18852_Myc	0.352922	-0.156951	0.178694	0.584166	-0.0451361	0.423823
18894_Myc	0.35788	-0.118732	0.166026	0.614928	-0.116895	0.357785
18905_Dock4	-0.650029	-0.164089	-0.0638764	-0.0285191	-0.290163	-0.169213
18919_A_52_P1117630	-0.721574	-0.649105	-0.428144	-0.186524	-0.36484	-0.00896603
18945_D10Bwg1379e	-0.542476	-0.526885	-0.463049	-0.200121	-0.156166	-0.166968
18993_Cyp7a1	-0.726983	-0.541154	0.204028	-0.0849298	-0.699292	-0.203483
19003_A_52_P103319	-0.48266	-0.910215	0.0176713	0.0831626	-0.10033	0.0198278
19015_A_52_P941128	0.644527	0.212454	0.264459	0.121404	-0.035367	-0.0106268
19032_Cnr2	0.0897356	-0.0374304	-0.22688	-0.223028	-0.276697	-0.486277
19048_Tnfrsf18	-0.0235927	-0.326032	-0.242877	-0.217914	-0.449182	-0.564053
19059_Mapk8ip1	-0.0286013	-0.204772	-0.36737	-0.220716	-0.520097	-0.441164
19088_AI607873	-0.00926791	-0.735746	-0.0537223	-0.208692	-0.184568	-0.27579
19095_Phlda1	0.492839	0.04007	-0.222426	0.36674	-0.322794	0.166304
19134_Idi1	-0.481748	-0.11124	0.569529	0.398073	-0.174966	0.389774
19157_Cyp2b13	-1.41876	-1.56401	-1.63873	-1.34535	-1.89252	-0.844977
19173_Arl4c	-0.309299	-0.669964	-0.0687501	0.0183229	-0.0795456	0.110552
19175_Cdkl2	-0.109409	-0.0602934	0.419551	0.515961	0.172405	0.231723
19176_Lass6	-0.341155	-0.286372	-0.740173	-0.416528	-0.51622	0.0449893
19190_Jun	-0.0251385	-0.222127	-0.204584	0.505705	0.22593	0.186899
19211_Pdk4	-0.109943	-0.483748	-0.198859	0.0830881	-0.0233556	0.192422
19236_Hn1l	0.462607	0.464132	0.485106	0.531063	0.346406	0.328743
19248_Ppid	-0.509125	-0.481037	-0.169177	-0.282101	-0.35489	0.105422
19253_Ofd1	-0.48392	-0.385501	-0.128235	-0.133592	-0.171281	0.110031
19265_Fgf8	-0.278417	-0.327162	-0.261519	-0.241997	-0.546949	-0.398849
19392_Kif5b	0.473393	0.458401	0.499593	0.456835	0.27296	0.0479113
19400_A_52_P434255	-0.745644	-0.496922	-0.448344	-0.323786	-0.615987	-0.430669
19416_Tubgcp6	0.182685	0.126485	-0.712846	-0.117632	0.0952012	0.0762273
19419_A_52_P457028	-0.753282	-0.394585	-0.104818	-0.176224	-0.403948	0.0402865
19463_Sypl	-0.53529	-0.445789	-0.518909	-0.306128	-0.463747	-0.0428316
19482_Afp	0.0765256	0.111221	0.492064	0.510183	0.370945	0.380462
19491_Hmgcs2	0.229891	0.179468	-0.508691	-0.359618	-0.0115092	-0.17779
19502_Trp53	0.560601	0.301204	0.324577	-0.0592005	-0.158752	-0.276481
19549_A_52_P98160	-0.547194	-0.23465	-0.234244	0.0623148	-0.123055	0.00013658400000004
19588_Esr1	-0.284212	-0.547517	-0.109894	0.0654082	-0.236277	0.141866
19615_Pcdh17	-0.633991	-0.492268	-0.0398561	-0.022285	-0.222663	-0.0282009
19698_Aldoc	0.280702	0.493803	0.389816	0.347164	0.45676	0.293458
19723_A_52_P543254	-0.50368	-0.472284	-0.207566	-0.123699	-0.19682	0.0941283
19734_Osgin1	0.536626	0.263857	-0.0978254	-0.095445	0.296735	0.245127
19757_Smpd3	0.168757	0.283135	0.573789	0.165553	0.107196	-0.0881525
19767_Hsbp1l1	0.574283	0.245787	0.504187	0.0318572	0.229008	0.0720771
19809_Marcksl1	0.5458	0.537378	0.329323	0.456715	0.353418	0.276233
19844_Cyp4a10	0.0603449	0.131368	-0.655222	-0.392346	-0.0421052	-0.192746
19903_Slc6a17	-0.403193	-0.394195	-0.344024	-0.259767	-0.523822	-0.126061
19948_Afp	0.0445682	0.0923869	0.5691	0.513403	0.392613	0.384542
20048_A_52_P120132	-0.169431	-0.496273	-0.429247	-0.30449	-0.515876	-0.423716
20076_A_52_P237357	-0.631016	-0.315032	-0.235431	-0.364118	-0.496676	0.0359436
20082_Car15	0.126106	-0.271476	-0.413888	-0.317788	-0.498116	-0.177408
20089_Rgs16	-0.314909	0.621987	-1.12606	-1.18646	0.437487	-0.41169
20171_Serpinb1a	-0.673834	-0.674001	-1.05969	-0.64982	-0.491826	-0.211478
20223_A_51_P517720	0.0662564	-0.512646	-0.0156818	-0.173663	-0.136499	-0.0865702
20239_A_52_P381784	-0.359954	-0.491953	-0.213883	-0.0206408	-0.241234	-0.0132804
20240_Sult1c2	-0.461522	-0.261302	-0.540238	-0.296046	-0.135774	0.0248087
20271_Sult3a1	-2.97061	-2.67277	-2.7809	-1.5984	-2.33317	-0.760828
20279_A_52_P1101014	-0.347724	-0.578648	-0.402248	-0.350387	-0.638265	-0.550853
20284_A_51_P182362	-0.683105	-0.750734	-0.834569	-0.387881	-0.604067	-0.17964
20317_AW556556	-0.52581	-0.498522	-0.407438	-0.33563	-0.619095	-0.162095
20337_Sh2d2a	-0.720677	-0.64023	-0.598677	-0.357968	-0.238768	-0.135913
20429_9930017N22Rik	-0.566426	-0.351633	-0.245392	0.200276	-0.259188	-0.0383093
20434_Xbp1	0.46687	0.553752	0.3007	0.158906	0.294538	0.142512
20445_Olfr114	-0.154105	-0.168111	1.01044	0.836497	-0.0551661	0.831293
20490_Dhrs11	0.544578	0.450595	0.232486	0.196328	0.386813	0.190341
20496_Casp7	0.0265421	0.0771523	0.10325	0.088103	0.0970628	0.495064
20507_Gbp3	-0.505802	-0.634092	-0.396378	-0.468912	-0.46907	-0.0596341
20518_Rarb	-0.390459	-0.301543	-0.485464	-0.188528	-0.202781	0.0069654
20554_Tmx4	0.151785	0.247262	0.484642	0.583661	0.261257	-0.0209809
20609_Crat	0.161712	-0.0159363	-0.507573	-0.178678	-0.113601	-0.0349214
20619_Ppp1r3g	-0.465314	0.0230861	-1.07682	-0.551723	-0.239434	0.0238369
20639_Phf2	0.366248	0.425313	-0.0190795	0.660022	0.370545	0.133172
